ID;Number;Day;Flavor
988;55048919787629;Tuesday;['The Barbecue Chicken Pizza', 'The Southwest Chicken Pizza', 'The Italian Vegetables Pizza', 'The Italian Capocollo Pizza', 'The Pepper Salami Pizza']
308;55048993142035;Saturday;['The Mexicana Pizza', 'The Vegetables + Vegetables Pizza', 'The Green Garden Pizza', 'The Five Cheese Pizza', 'The Thai Chicken Pizza']
1497;55048992793498;Tuesday;['The Sicilian Pizza', 'The Spinach and Feta Pizza', 'The Vegetables + Vegetables Pizza', 'The California Chicken Pizza', 'The Spinach Pesto Pizza']
1820;55048913457210;Thursday;['The Spinach and Feta Pizza', 'The Classic Deluxe Pizza', 'The Napolitana Pizza', 'The Mediterranean Pizza', 'The Pepperoni Pizza']
612;55048995672528;Friday;['The Spinach and Feta Pizza', 'The Barbecue Chicken Pizza', 'The Spinach Pesto Pizza', 'The Spinach Supreme Pizza', 'The Mediterranean Pizza']
1659;55048980021764;Friday;['The Napolitana Pizza', 'The Pepperoni Pizza', 'The Chicken Pesto Pizza', 'The Southwest Chicken Pizza', 'The Five Cheese Pizza']
1092;55048972200799;Friday;['The Thai Chicken Pizza', 'The Pepper Salami Pizza', 'The Chicken Alfredo Pizza', 'The Barbecue Chicken Pizza', 'The Classic Deluxe Pizza']
1607;55048992938457;Friday;['The Green Garden Pizza', 'The Italian Capocollo Pizza', 'The Mexicana Pizza', 'The Spinach Pesto Pizza', 'The Hawaiian Pizza']
1068;55048933459989;Sunday;['The Five Cheese Pizza', 'The California Chicken Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Spicy Italian Pizza', 'The Southwest Chicken Pizza']
289;55048938824557;Friday;['The Pepperoni Pizza', 'The Barbecue Chicken Pizza', 'The Chicken Alfredo Pizza', 'The Five Cheese Pizza', 'The Napolitana Pizza']
1852;55048966641228;Wednesday;['The Pepperoni, Mushroom, and Peppers Pizza', 'The Five Cheese Pizza', 'The Southwest Chicken Pizza', 'The Classic Deluxe Pizza', 'The Pepperoni Pizza']
958;55048947931359;Sunday;['The Chicken Alfredo Pizza', 'The Pepperoni Pizza', 'The Spinach and Feta Pizza', 'The Green Garden Pizza', 'The Mexicana Pizza']
1914;55048984887331;Wednesday;['The Five Cheese Pizza', 'The Southwest Chicken Pizza', 'The Napolitana Pizza', 'The Pepper Salami Pizza', 'The Chicken Alfredo Pizza']
1746;55048919518795;Friday;['The California Chicken Pizza', 'The Sicilian Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Southwest Chicken Pizza', 'The Pepperoni Pizza']
1716;55048910614818;Friday;['The Sicilian Pizza', 'The Napolitana Pizza', 'The Thai Chicken Pizza', 'The Spinach and Feta Pizza', 'The Mexicana Pizza']
329;55048936976790;Saturday;['The Italian Vegetables Pizza', 'The Vegetables + Vegetables Pizza', 'The Green Garden Pizza', 'The Spinach and Feta Pizza', 'The Spinach Pesto Pizza']
759;55048946368142;Thursday;['The Spinach Pesto Pizza', 'The Mediterranean Pizza', 'The Napolitana Pizza', 'The Spinach and Feta Pizza', 'The Thai Chicken Pizza']
1496;55048920648902;Saturday;['The Spinach Pesto Pizza', 'The Vegetables + Vegetables Pizza', 'The Pepper Salami Pizza', 'The Napolitana Pizza', 'The Sicilian Pizza']
1404;55048990738313;Friday;['The California Chicken Pizza', 'The Vegetables + Vegetables Pizza', 'The Thai Chicken Pizza', 'The Classic Deluxe Pizza', 'The Mexicana Pizza']
278;55048994971402;Saturday;['The Spinach Pesto Pizza', 'The Chicken Pesto Pizza', 'The Southwest Chicken Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Spinach and Feta Pizza']
984;55048959043533;Monday;['The Thai Chicken Pizza', 'The Chicken Pesto Pizza', 'The Classic Deluxe Pizza', 'The Southwest Chicken Pizza', 'The Hawaiian Pizza']
1972;55048971424624;Thursday;['The Napolitana Pizza', 'The Chicken Alfredo Pizza', 'The Hawaiian Pizza', 'The Spicy Italian Pizza', 'The Green Garden Pizza']
1624;55048915794884;Wednesday;['The Spinach Supreme Pizza', 'The Italian Capocollo Pizza', 'The Italian Vegetables Pizza', 'The Southwest Chicken Pizza', 'The Barbecue Chicken Pizza']
163;55048923137678;Sunday;['The Mediterranean Pizza', 'The Spinach Pesto Pizza', 'The Mexicana Pizza', 'The Spinach and Feta Pizza', 'The Chicken Alfredo Pizza']
914;55048913202114;Friday;['The Italian Supreme Pizza', 'The California Chicken Pizza', 'The Pepper Salami Pizza', 'The Spicy Italian Pizza', 'The Vegetables + Vegetables Pizza']
1620;55048972899778;Saturday;['The California Chicken Pizza', 'The Chicken Pesto Pizza', 'The Prosciutto and Arugula Pizza', 'The Southwest Chicken Pizza', 'The Vegetables + Vegetables Pizza']
187;55048973795471;Friday;['The Mediterranean Pizza', 'The Napolitana Pizza', 'The Italian Capocollo Pizza', 'The Thai Chicken Pizza', 'The Chicken Pesto Pizza']
1783;55048980193393;Friday;['The California Chicken Pizza', 'The Spinach Supreme Pizza', 'The Sicilian Pizza', 'The Classic Deluxe Pizza', 'The Napolitana Pizza']
144;55048989080110;Thursday;['The Mediterranean Pizza', 'The Classic Deluxe Pizza', 'The Chicken Alfredo Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Italian Vegetables Pizza']
151;55048923942004;Saturday;['The Pepperoni, Mushroom, and Peppers Pizza', 'The Napolitana Pizza', 'The California Chicken Pizza', 'The Mexicana Pizza', 'The Chicken Alfredo Pizza']
298;55048921684866;Wednesday;['The Sicilian Pizza', 'The Chicken Alfredo Pizza', 'The Pepperoni Pizza', 'The Chicken Pesto Pizza', 'The Calabrese Pizza']
1555;55048963864463;Friday;['The Napolitana Pizza', 'The Spinach and Feta Pizza', 'The Mexicana Pizza', 'The Green Garden Pizza', 'The Chicken Pesto Pizza']
821;55048996040653;Monday;['The Pepper Salami Pizza', 'The Greek Pizza', 'The Four Cheese Pizza', 'The Chicken Pesto Pizza', 'The Barbecue Chicken Pizza']
1202;55048943688948;Saturday;['The Thai Chicken Pizza', 'The Hawaiian Pizza', 'The Mexicana Pizza', 'The Chicken Pesto Pizza', 'The Napolitana Pizza']
1146;55048914198258;Sunday;['The Thai Chicken Pizza', 'The Mexicana Pizza', 'The Spicy Italian Pizza', 'The Five Cheese Pizza', 'The Chicken Alfredo Pizza']
937;55048965374426;Sunday;['The Vegetables + Vegetables Pizza', 'The Napolitana Pizza', 'The Thai Chicken Pizza', 'The Sicilian Pizza', 'The Classic Deluxe Pizza']
1391;55048938431489;Saturday;['The Barbecue Chicken Pizza', 'The Chicken Alfredo Pizza', 'The Southwest Chicken Pizza', 'The California Chicken Pizza', 'The Thai Chicken Pizza']
1303;55048988183602;Thursday;['The Chicken Pesto Pizza', 'The Spinach Pesto Pizza', 'The Spinach and Feta Pizza', 'The California Chicken Pizza', 'The Mexicana Pizza']
1372;55048971650691;Thursday;['The Sicilian Pizza', 'The Classic Deluxe Pizza', 'The Big Meat Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Southwest Chicken Pizza']
715;55048956430407;Sunday;['The Classic Deluxe Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Napolitana Pizza', 'The Vegetables + Vegetables Pizza', 'The Italian Supreme Pizza']
1846;55048967590951;Sunday;['The Hawaiian Pizza', 'The Big Meat Pizza', 'The Chicken Alfredo Pizza', 'The California Chicken Pizza', 'The Spinach and Feta Pizza']
1007;55048921656814;Tuesday;['The Hawaiian Pizza', 'The Italian Supreme Pizza', 'The Chicken Alfredo Pizza', 'The California Chicken Pizza', 'The Spicy Italian Pizza']
361;55048990029939;Friday;['The Greek Pizza', 'The Prosciutto and Arugula Pizza', 'The Sicilian Pizza', 'The Thai Chicken Pizza', 'The Napolitana Pizza']
822;55048975925668;Wednesday;['The Italian Capocollo Pizza', 'The Chicken Pesto Pizza', 'The Classic Deluxe Pizza', 'The Spinach Supreme Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza']
1002;55048977609946;Wednesday;['The Vegetables + Vegetables Pizza', 'The Thai Chicken Pizza', 'The Italian Vegetables Pizza', 'The Southwest Chicken Pizza', 'The Napolitana Pizza']
1332;55048961824979;Wednesday;['The Spinach and Feta Pizza', 'The Mexicana Pizza', 'The Chicken Pesto Pizza', 'The Italian Capocollo Pizza', 'The Barbecue Chicken Pizza']
69;55048966334598;Friday;['The Pepperoni, Mushroom, and Peppers Pizza', 'The Hawaiian Pizza', 'The Italian Capocollo Pizza', 'The Vegetables + Vegetables Pizza', 'The Mexicana Pizza']
992;55048981427613;Friday;['The Vegetables + Vegetables Pizza', 'The Napolitana Pizza', 'The Italian Capocollo Pizza', 'The Barbecue Chicken Pizza', 'The Italian Vegetables Pizza']
1557;55048962507819;Friday;['The Green Garden Pizza', 'The Chicken Alfredo Pizza', 'The Classic Deluxe Pizza', 'The Italian Capocollo Pizza', 'The California Chicken Pizza']
1940;55048918617328;Friday;['The Vegetables + Vegetables Pizza', 'The Chicken Pesto Pizza', 'The Spicy Italian Pizza', 'The Mexicana Pizza', 'The Napolitana Pizza']
1320;55048946188780;Friday;['The Pepper Salami Pizza', 'The Pepperoni Pizza', 'The Italian Capocollo Pizza', 'The Classic Deluxe Pizza', 'The Mexicana Pizza']
588;55048937461187;Monday;['The Sicilian Pizza', 'The Mexicana Pizza', 'The Southwest Chicken Pizza', 'The Vegetables + Vegetables Pizza', 'The Chicken Pesto Pizza']
907;55048963043215;Friday;['The Chicken Alfredo Pizza', 'The Italian Capocollo Pizza', 'The Chicken Pesto Pizza', 'The Spinach and Feta Pizza', 'The Five Cheese Pizza']
1453;55048917936746;Wednesday;['The Classic Deluxe Pizza', 'The Mexicana Pizza', 'The Spicy Italian Pizza', 'The Chicken Pesto Pizza', 'The Pepperoni Pizza']
669;55048987230197;Monday;['The Green Garden Pizza', 'The Mediterranean Pizza', 'The California Chicken Pizza', 'The Napolitana Pizza', 'The Barbecue Chicken Pizza']
1858;55048965485609;Wednesday;['The Spinach and Feta Pizza', 'The Classic Deluxe Pizza', 'The Vegetables + Vegetables Pizza', 'The Chicken Pesto Pizza', 'The Sicilian Pizza']
222;55048912803251;Tuesday;['The Italian Supreme Pizza', 'The Italian Capocollo Pizza', 'The Spinach and Feta Pizza', 'The Southwest Chicken Pizza', 'The Thai Chicken Pizza']
943;55048997497973;Saturday;['The Green Garden Pizza', 'The Sicilian Pizza', 'The Vegetables + Vegetables Pizza', 'The Greek Pizza', 'The Italian Capocollo Pizza']
13;55048929280852;Friday;['The Mexicana Pizza', 'The Green Garden Pizza', 'The Mediterranean Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Hawaiian Pizza']
1345;55048986303537;Wednesday;['The Chicken Pesto Pizza', 'The Pepperoni Pizza', 'The Mexicana Pizza', 'The Spicy Italian Pizza', 'The Spinach Supreme Pizza']
479;55048994015246;Friday;['The Barbecue Chicken Pizza', 'The Chicken Alfredo Pizza', 'The Napolitana Pizza', 'The Vegetables + Vegetables Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza']
1900;55048935485364;Friday;['The Napolitana Pizza', 'The Sicilian Pizza', 'The Mexicana Pizza', 'The Five Cheese Pizza', 'The Spinach and Feta Pizza']
447;55048984133135;Saturday;['The Spinach Supreme Pizza', 'The Spinach Pesto Pizza', 'The Mediterranean Pizza', 'The Chicken Pesto Pizza', 'The Mexicana Pizza']
1382;55048983042782;Wednesday;['The Chicken Pesto Pizza', 'The Italian Capocollo Pizza', 'The Spicy Italian Pizza', 'The Vegetables + Vegetables Pizza', 'The Spinach Pesto Pizza']
1647;55048921527233;Saturday;['The Spinach Pesto Pizza', 'The Italian Capocollo Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Mediterranean Pizza', 'The Pepper Salami Pizza']
1576;55048911773797;Saturday;['The Spinach Supreme Pizza', 'The Southwest Chicken Pizza', 'The Spinach Pesto Pizza', 'The Classic Deluxe Pizza', 'The Sicilian Pizza']
1399;55048972040872;Sunday;['The Spicy Italian Pizza', 'The Green Garden Pizza', 'The Mediterranean Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Big Meat Pizza']
417;55048910581255;Monday;['The Chicken Alfredo Pizza', 'The Pepperoni Pizza', 'The Mexicana Pizza', 'The Spinach Supreme Pizza', 'The Chicken Pesto Pizza']
560;55048981060470;Wednesday;['The Spicy Italian Pizza', 'The California Chicken Pizza', 'The Chicken Alfredo Pizza', 'The Four Cheese Pizza', 'The Sicilian Pizza']
1689;55048933362060;Friday;['The Spicy Italian Pizza', 'The Thai Chicken Pizza', 'The Pepper Salami Pizza', 'The Spinach Supreme Pizza', 'The Vegetables + Vegetables Pizza']
1466;55048941057217;Wednesday;['The Mexicana Pizza', 'The Vegetables + Vegetables Pizza', 'The Mediterranean Pizza', 'The Chicken Pesto Pizza', 'The Thai Chicken Pizza']
1663;55048932977424;Friday;['The Pepper Salami Pizza', 'The Classic Deluxe Pizza', 'The Five Cheese Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Spicy Italian Pizza']
1499;55048915627832;Thursday;['The Five Cheese Pizza', 'The Spinach Supreme Pizza', 'The California Chicken Pizza', 'The Italian Vegetables Pizza', 'The Mediterranean Pizza']
987;55048912004234;Saturday;['The Mediterranean Pizza', 'The Green Garden Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Spinach Supreme Pizza', 'The Spinach Pesto Pizza']
111;55048973277371;Friday;['The Vegetables + Vegetables Pizza', 'The Thai Chicken Pizza', 'The Pepperoni Pizza', 'The Chicken Alfredo Pizza', 'The Five Cheese Pizza']
592;55048983880520;Thursday;['The Napolitana Pizza', 'The Prosciutto and Arugula Pizza', 'The Spinach Supreme Pizza', 'The Green Garden Pizza', 'The Sicilian Pizza']
1601;55048961040613;Wednesday;['The Spinach Supreme Pizza', 'The Vegetables + Vegetables Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Southwest Chicken Pizza', 'The Italian Vegetables Pizza']
1323;55048987394098;Saturday;['The Mexicana Pizza', 'The Classic Deluxe Pizza', 'The Napolitana Pizza', 'The Barbecue Chicken Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza']
672;55048940853228;Tuesday;['The California Chicken Pizza', 'The Thai Chicken Pizza', 'The Green Garden Pizza', 'The Southwest Chicken Pizza', 'The Spinach Supreme Pizza']
1045;55048993943787;Thursday;['The Sicilian Pizza', 'The Pepperoni Pizza', 'The Southwest Chicken Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Five Cheese Pizza']
208;55048982978654;Monday;['The Spicy Italian Pizza', 'The Spinach Supreme Pizza', 'The Vegetables + Vegetables Pizza', 'The Spinach and Feta Pizza', 'The Spinach Pesto Pizza']
1666;55048945650703;Wednesday;['The Chicken Alfredo Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Thai Chicken Pizza', 'The Pepperoni Pizza', 'The Napolitana Pizza']
1739;55048924157239;Saturday;['The Green Garden Pizza', 'The Spinach Supreme Pizza', 'The Pepper Salami Pizza', 'The Hawaiian Pizza', 'The Italian Capocollo Pizza']
1506;55048992130988;Friday;['The Thai Chicken Pizza', 'The Chicken Pesto Pizza', 'The Spicy Italian Pizza', 'The Italian Supreme Pizza', 'The California Chicken Pizza']
808;55048985561435;Monday;['The Classic Deluxe Pizza', 'The Mexicana Pizza', 'The Chicken Pesto Pizza', 'The Big Meat Pizza', 'The California Chicken Pizza']
214;55048972541488;Sunday;['The Pepperoni Pizza', 'The Mexicana Pizza', 'The Vegetables + Vegetables Pizza', 'The Big Meat Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza']
1113;55048932459305;Wednesday;['The Five Cheese Pizza', 'The California Chicken Pizza', 'The Sicilian Pizza', 'The Chicken Alfredo Pizza', 'The Barbecue Chicken Pizza']
1782;55048975919754;Saturday;['The Hawaiian Pizza', 'The Spinach and Feta Pizza', 'The Green Garden Pizza', 'The Barbecue Chicken Pizza', 'The Vegetables + Vegetables Pizza']
1560;55048934919097;Saturday;['The Spinach and Feta Pizza', 'The Big Meat Pizza', 'The Pepperoni Pizza', 'The Italian Supreme Pizza', 'The Napolitana Pizza']
640;55048932831942;Friday;['The Hawaiian Pizza', 'The Green Garden Pizza', 'The Spinach and Feta Pizza', 'The Italian Capocollo Pizza', 'The Napolitana Pizza']
1457;55048915806860;Monday;['The Chicken Pesto Pizza', 'The Sicilian Pizza', 'The Spinach and Feta Pizza', 'The Napolitana Pizza', 'The Classic Deluxe Pizza']
773;55048936910676;Saturday;['The Mediterranean Pizza', 'The Mexicana Pizza', 'The Spinach Supreme Pizza', 'The Vegetables + Vegetables Pizza', 'The Italian Vegetables Pizza']
1129;55048925517479;Wednesday;['The Napolitana Pizza', 'The Barbecue Chicken Pizza', 'The Thai Chicken Pizza', 'The California Chicken Pizza', 'The Vegetables + Vegetables Pizza']
1784;55048942104818;Monday;['The Big Meat Pizza', 'The Thai Chicken Pizza', 'The Spicy Italian Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Pepperoni Pizza']
625;55048954999958;Thursday;['The Sicilian Pizza', 'The Southwest Chicken Pizza', 'The Italian Supreme Pizza', 'The Chicken Pesto Pizza', 'The Napolitana Pizza']
1103;55048940737882;Monday;['The Five Cheese Pizza', 'The Sicilian Pizza', 'The Classic Deluxe Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Spicy Italian Pizza']
514;55048985050052;Wednesday;['The Sicilian Pizza', 'The Southwest Chicken Pizza', 'The Spinach Pesto Pizza', 'The Italian Vegetables Pizza', 'The Mexicana Pizza']
225;55048969631001;Sunday;['The Vegetables + Vegetables Pizza', 'The Green Garden Pizza', 'The Spinach Supreme Pizza', 'The Prosciutto and Arugula Pizza', 'The Barbecue Chicken Pizza']
956;55048937673803;Friday;['The Classic Deluxe Pizza', 'The Napolitana Pizza', 'The Mediterranean Pizza', 'The Spinach and Feta Pizza', 'The Green Garden Pizza']
489;55048990862506;Thursday;['The Napolitana Pizza', 'The Chicken Alfredo Pizza', 'The Southwest Chicken Pizza', 'The Spinach and Feta Pizza', 'The Mediterranean Pizza']
1406;55048977174905;Wednesday;['The Big Meat Pizza', 'The Spinach Supreme Pizza', 'The Southwest Chicken Pizza', 'The Classic Deluxe Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza']
1394;55048912944222;Monday;['The California Chicken Pizza', 'The Chicken Alfredo Pizza', 'The Spinach Pesto Pizza', 'The Vegetables + Vegetables Pizza', 'The Pepper Salami Pizza']
1470;55048963368442;Wednesday;['The Thai Chicken Pizza', 'The Spicy Italian Pizza', 'The Italian Supreme Pizza', 'The Sicilian Pizza', 'The Spinach Pesto Pizza']
1686;55048944796391;Monday;['The Thai Chicken Pizza', 'The Italian Capocollo Pizza', 'The Chicken Pesto Pizza', 'The Classic Deluxe Pizza', 'The Pepperoni Pizza']
1003;55048975261559;Tuesday;['The Chicken Alfredo Pizza', 'The California Chicken Pizza', 'The Mexicana Pizza', 'The Italian Capocollo Pizza', 'The Southwest Chicken Pizza']
1219;55048968084313;Saturday;['The Mediterranean Pizza', 'The Napolitana Pizza', 'The Classic Deluxe Pizza', 'The Spinach Pesto Pizza', 'The Italian Vegetables Pizza']
354;55048948271627;Wednesday;['The Soppressata Pizza', 'The Hawaiian Pizza', 'The Chicken Alfredo Pizza', 'The Thai Chicken Pizza', 'The California Chicken Pizza']
1809;55048948599870;Sunday;['The Green Garden Pizza', 'The Mediterranean Pizza', 'The Spinach and Feta Pizza', 'The Big Meat Pizza', 'The Spinach Pesto Pizza']
909;55048988407558;Monday;['The Thai Chicken Pizza', 'The Classic Deluxe Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Vegetables + Vegetables Pizza', 'The Pepperoni Pizza']
797;55048960504929;Monday;['The Italian Supreme Pizza', 'The Thai Chicken Pizza', 'The Pepper Salami Pizza', 'The Vegetables + Vegetables Pizza', 'The Hawaiian Pizza']
1168;55048912159340;Wednesday;['The Green Garden Pizza', 'The Spicy Italian Pizza', 'The Italian Supreme Pizza', 'The Five Cheese Pizza', 'The Pepperoni Pizza']
767;55048927465055;Friday;['The Sicilian Pizza', 'The Barbecue Chicken Pizza', 'The Italian Capocollo Pizza', 'The Chicken Alfredo Pizza', 'The Spinach Pesto Pizza']
1526;55048962143601;Wednesday;['The Chicken Pesto Pizza', 'The Green Garden Pizza', 'The Hawaiian Pizza', 'The Thai Chicken Pizza', 'The Pepperoni Pizza']
1346;55048999945704;Sunday;['The Chicken Alfredo Pizza', 'The California Chicken Pizza', 'The Chicken Pesto Pizza', 'The Pepperoni Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza']
632;55048979368502;Friday;['The Thai Chicken Pizza', 'The Vegetables + Vegetables Pizza', 'The Pepper Salami Pizza', 'The Classic Deluxe Pizza', 'The Chicken Alfredo Pizza']
814;55048962569694;Saturday;['The Mediterranean Pizza', 'The Barbecue Chicken Pizza', 'The Italian Supreme Pizza', 'The Italian Capocollo Pizza', 'The Spicy Italian Pizza']
1800;55048967159890;Wednesday;['The Italian Vegetables Pizza', 'The Thai Chicken Pizza', 'The Spinach Pesto Pizza', 'The Spicy Italian Pizza', 'The Sicilian Pizza']
698;55048930325496;Tuesday;['The Thai Chicken Pizza', 'The Italian Supreme Pizza', 'The Chicken Alfredo Pizza', 'The Pepperoni Pizza', 'The Napolitana Pizza']
1881;55048983816154;Sunday;['The Big Meat Pizza', 'The Mediterranean Pizza', 'The Spinach Supreme Pizza', 'The Classic Deluxe Pizza', 'The Spinach Pesto Pizza']
1093;55048953619512;Wednesday;['The California Chicken Pizza', 'The Spinach and Feta Pizza', 'The Big Meat Pizza', 'The Vegetables + Vegetables Pizza', 'The Classic Deluxe Pizza']
710;55048927772340;Saturday;['The Barbecue Chicken Pizza', 'The Vegetables + Vegetables Pizza', 'The Chicken Pesto Pizza', 'The Big Meat Pizza', 'The Italian Supreme Pizza']
1721;55048987988024;Friday;['The Italian Supreme Pizza', 'The Classic Deluxe Pizza', 'The Napolitana Pizza', 'The Mexicana Pizza', 'The Spinach Supreme Pizza']
738;55048944124471;Friday;['The Sicilian Pizza', 'The Pepperoni Pizza', 'The Five Cheese Pizza', 'The Green Garden Pizza', 'The Hawaiian Pizza']
333;55048915433141;Friday;['The Pepperoni Pizza', 'The Southwest Chicken Pizza', 'The Spicy Italian Pizza', 'The Sicilian Pizza', 'The Barbecue Chicken Pizza']
1765;55048969894661;Friday;['The Chicken Pesto Pizza', 'The California Chicken Pizza', 'The Spinach Supreme Pizza', 'The Italian Capocollo Pizza', 'The Vegetables + Vegetables Pizza']
435;55048936497381;Sunday;['The Pepperoni Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Sicilian Pizza', 'The Thai Chicken Pizza', 'The Vegetables + Vegetables Pizza']
1408;55048934240435;Thursday;['The Chicken Pesto Pizza', 'The Classic Deluxe Pizza', 'The Italian Capocollo Pizza', 'The California Chicken Pizza', 'The Big Meat Pizza']
1527;55048953012909;Friday;['The Thai Chicken Pizza', 'The Napolitana Pizza', 'The Pepper Salami Pizza', 'The Southwest Chicken Pizza', 'The Chicken Alfredo Pizza']
1166;55048989581515;Tuesday;['The Italian Capocollo Pizza', 'The Chicken Alfredo Pizza', 'The Spinach Supreme Pizza', 'The Chicken Pesto Pizza', 'The Pepperoni Pizza']
838;55048975076983;Monday;['The Vegetables + Vegetables Pizza', 'The Five Cheese Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Pepperoni Pizza', 'The Spicy Italian Pizza']
1521;55048943447367;Wednesday;['The Spinach Supreme Pizza', 'The Vegetables + Vegetables Pizza', 'The Pepper Salami Pizza', 'The Spicy Italian Pizza', 'The Green Garden Pizza']
557;55048945696247;Saturday;['The Big Meat Pizza', 'The Vegetables + Vegetables Pizza', 'The Chicken Pesto Pizza', 'The Chicken Alfredo Pizza', 'The Pepperoni Pizza']
1692;55048935528456;Wednesday;['The Thai Chicken Pizza', 'The Sicilian Pizza', 'The Chicken Pesto Pizza', 'The Pepperoni Pizza', 'The Italian Supreme Pizza']
745;55048949959082;Friday;['The Greek Pizza', 'The Napolitana Pizza', 'The Mexicana Pizza', 'The Spicy Italian Pizza', 'The Hawaiian Pizza']
340;55048951754112;Friday;['The Sicilian Pizza', 'The Vegetables + Vegetables Pizza', 'The Five Cheese Pizza', 'The Chicken Alfredo Pizza', 'The Spinach Supreme Pizza']
486;55048998536897;Thursday;['The Thai Chicken Pizza', 'The Chicken Alfredo Pizza', 'The Spicy Italian Pizza', 'The Prosciutto and Arugula Pizza', 'The Barbecue Chicken Pizza']
1830;55048991105380;Saturday;['The Italian Capocollo Pizza', 'The California Chicken Pizza', 'The Barbecue Chicken Pizza', 'The Chicken Pesto Pizza', 'The Hawaiian Pizza']
339;55048987792581;Thursday;['The Mediterranean Pizza', 'The Italian Supreme Pizza', 'The Barbecue Chicken Pizza', 'The Spicy Italian Pizza', 'The Italian Capocollo Pizza']
50;55048912876647;Saturday;['The Prosciutto and Arugula Pizza', 'The Chicken Alfredo Pizza', 'The Mexicana Pizza', 'The Spinach and Feta Pizza', 'The Green Garden Pizza']
1799;55048991380513;Saturday;['The Spicy Italian Pizza', 'The Italian Capocollo Pizza', 'The Green Garden Pizza', 'The Barbecue Chicken Pizza', 'The Pepperoni Pizza']
1322;55048937537367;Wednesday;['The Pepperoni Pizza', 'The Napolitana Pizza', 'The Pepper Salami Pizza', 'The Barbecue Chicken Pizza', 'The Chicken Pesto Pizza']
296;55048958402573;Wednesday;['The Spicy Italian Pizza', 'The Southwest Chicken Pizza', 'The Spinach Pesto Pizza', 'The Napolitana Pizza', 'The Chicken Alfredo Pizza']
1261;55048944000192;Saturday;['The Green Garden Pizza', 'The Sicilian Pizza', 'The Classic Deluxe Pizza', 'The Italian Capocollo Pizza', 'The Five Cheese Pizza']
1630;55048998592048;Wednesday;['The Green Garden Pizza', 'The Spinach and Feta Pizza', 'The California Chicken Pizza', 'The Spicy Italian Pizza', 'The Big Meat Pizza']
538;55048978321426;Wednesday;['The Sicilian Pizza', 'The Green Garden Pizza', 'The Italian Vegetables Pizza', 'The Thai Chicken Pizza', 'The Chicken Alfredo Pizza']
1629;55048983226152;Friday;['The Mediterranean Pizza', 'The Chicken Alfredo Pizza', 'The Thai Chicken Pizza', 'The Hawaiian Pizza', 'The Vegetables + Vegetables Pizza']
1589;55048931698522;Wednesday;['The Sicilian Pizza', 'The Barbecue Chicken Pizza', 'The Italian Supreme Pizza', 'The Green Garden Pizza', 'The Mexicana Pizza']
858;55048967082029;Saturday;['The Pepperoni Pizza', 'The Napolitana Pizza', 'The Five Cheese Pizza', 'The Classic Deluxe Pizza', 'The Prosciutto and Arugula Pizza']
924;55048948509652;Friday;['The Pepperoni Pizza', 'The Green Garden Pizza', 'The Vegetables + Vegetables Pizza', 'The Mediterranean Pizza', 'The Italian Supreme Pizza']
1042;55048950162055;Friday;['The Southwest Chicken Pizza', 'The California Chicken Pizza', 'The Spicy Italian Pizza', 'The Thai Chicken Pizza', 'The Green Garden Pizza']
1815;55048929730436;Saturday;['The Thai Chicken Pizza', 'The Spinach Supreme Pizza', 'The Southwest Chicken Pizza', 'The Napolitana Pizza', 'The Sicilian Pizza']
729;55048994879564;Saturday;['The Chicken Alfredo Pizza', 'The Hawaiian Pizza', 'The California Chicken Pizza', 'The Italian Capocollo Pizza', 'The Green Garden Pizza']
1482;55048966532572;Sunday;['The Pepperoni Pizza', 'The Pepperoni, Mushroom, and Peppers Pizza', 'The Spicy Italian Pizza', 'The Thai Chicken Pizza', 'The Green Garden Pizza']
795;55048993495485;Friday;['The California Chicken Pizza', 'The Chicken Alfredo Pizza', 'The Green Garden Pizza', 'The Italian Capocollo Pizza', 'The Italian Supreme Pizza']
